	0
15753	Det, jeg sagde, var, at da vi sidst havde debatten, syntes jeg, det var svært, da hr. Leif Lahn Jensen enten ikke ville høre eller ikke kunne høre, hvad der blev sagt.
15754	I forhold til hele diskussionen om økonomi vil jeg sige, at det er et spørgsmål om robusthed, og i regeringsgrundlaget har vi sådan set meget tydeligt sagt, hvad det er, vi gerne vil arbejde for.
15755	Det er ikke det, der ligger i det tilbagetrækningsudspil, som vi kommer til at diskutere med Folketingets partier.
15756	Spørgeren.
15757	Jamen sværere er det heller ikke.
15758	Det er jo meget enkelt.
15759	Så jeg er bare nødt til at spørge igen: Har regeringen planer om skattelettelser i den kommende tid?
15760	Ministeren.
15761	Altså, den her diskussion havde vi også sidst, og jeg gentager den gerne, men sidste gang var det så fru Astrid Krag, der var i gang med det og spurgte, om der var flere statskasser.
15762	Det fik vi heldigvis afkræftet at der ikke var.
15763	Der var kun en statskasse.
15764	Og jeg kan sige igen, at vi er enige om, at der er en statskasse.
15765	Men til spørgsmålet i dag om, hvorvidt det at lave en tilbagetrækningsreform skal finansieres af skattelettelser, er svaret nej.
15766	Den næste spørger er hr. Finn Sørensen, Enhedslisten.
15767	Værsgo.
15768	Tak.
15769	Ministeren har jo på spørgsmål fra mig og fra hr. Leif Lahn Jensen bekræftet, at der ligger et forlig omkring indeksering af pensionsalderen.
15770	Vi afventer stadig væk at få selve forligsteksten, men det skal jeg nok stille et spørgsmål om, i håb om at vi kan få den fremsendt meget hurtigt.
15771	Mekanikken i loven er jo, at hvis gennemsnitsalderen er steget som beskrevet i lovgivningen, når vi når 2020, så skal der ske en forhøjelse af pensionsalderen.
15772	Hvordan vil ministeren opfatte det, hvis nogle partier af forligspartierne siger nej til det?
15773	Ministeren.
15774	Spørgeren.
15775	Tak.
15776	Så det var derfor, jeg stillede mit spørgsmål til ministeren, og jeg ser frem til at få den konkrete tekst.
15777	Ministeren.
15778	Da der ikke er ønske om flere korte bemærkninger, siger jeg tak til ministeren.
15779	Og jeg kan se, at ordføreren for forespørgerne, hr. Finn Sørensen, ønsker ordet.
15780	Værsgo.
15781	Tak.
15782	Det vil jeg så vende tilbage til afslutningsvis.
15783	Lad mig igen tage udgangspunkt i mit yngste barnebarn, lille Simon på 2 ½ år.
15784	Hvis den her indeksering bliver ført ud i livet, som forligspartierne har aftalt, betyder det, at lille Simon skal vente med at gå på folkepension, til han fylder 75 ½ år.
15785	Og sådan kunne jeg nævne en række andre tilbagetrækningsmuligheder og sociale tryghedsordninger, som den gruppe af ufaglærte arbejdere har haft.
15786	Så må jeg sige til de ordførere, der bagatelliserer befolkningens behov for at lytte til forslag fra Enhedslisten og venstrefløjen i øvrigt, at det er dokumenteret.
15787	Så er der lige den med arbejdsmiljøet.
15788	Det Nationale Forskningscenter har jo netop dokumenteret, at det går den helt forkerte vej.
15789	Og hvad skete der? Enhedslisten og SF fremsatte konkrete forslag til tiltag, der kunne gennemføres her og nu, men det røg lige i et ekspertudvalg.
15790	Tak for ordet.
15791	Der er en kort bemærkning til fru Laura Lindahl.
15792	Hr.
15793	Det afgørende er, at vi bliver ældre og ældre.
15794	Det, der ligesom er humlen i det her, er, at vi bliver ældre og ældre.
15795	Hvor gammel regner man med, at Simon bliver? Hvor gammel regner man med, at den årgang, der bliver født nu og i de her år, bliver?
15796	Ordføreren.
15797	Det, der jo er fuldstændig uinteressant, er, hvad den gennemsnitlige levealder bliver for børn på lille Simons alder.
15798	Det, det handler om, er, hvad det er for nogle arbejdsvilkår, man har, hvornår man kommer på arbejdsmarkedet og under hvilke omstændigheder.
15799	Det er jo det, der er relevant, jævnfør fakta fra 3F, FOA, LO osv. om, hvad disse gruppers muligheder er med de jobs, de nu engang har.
15800	Det er jo det, der er kernen i den diskussion, og det er det, som de borgerlige partier ikke har villet forholde sig til endnu.
15801	Fru Laura Lindahl.
15802	Jeg synes også, det er relevant at inddrage arbejdsvilkår, og hvorvidt man er nedslidt.
15803	Der synes jeg at det kan være svært at tale om, hvilke teknologier der er til rådighed om 72 år.
15804	Men det er jo ikke irrelevant, hvor gammel man bliver.
15805	Ordføreren for at svare.
15806	Værsgo.
15807	Det, der er irrelevant, er gennemsnitsberegninger, fordi folk har vidt forskellige vilkår på arbejdsmarkedet.
15808	Og det går den forkerte vej.
15809	Andelen af beskæftigede, der er fysisk eller psykisk overbelastede, er steget.
15810	Undersøgelsen viser, at der siden 2012 er 17 pct. flere beskæftigede, der er psykisk overbelastede, og 15 pct. flere, der er fysisk overbelastede.
15811	Tak til hr. Finn Sørensen.
15812	Der er ikke flere korte bemærkninger.
15813	Og da der ikke er flere, der har bedt om ordet, er forhandlingen sluttet.
15814	Afstemningen om de fremsatte forslag til vedtagelse vil som nævnt først finde sted tirsdag den 16. maj 2017.
15815	Forhandlingen er åbnet.
15816	Beskæftigelsesministeren.
15817	Tak for det.
15818	Vi har jo allerede nu brugt de sidste mange timer på forespørgselsdebat F 46, og der har vi også drøftet spørgsmålet om de menneskelige og samfundsmæssige konsekvenser af at hæve pensionsalderen.
15819	Dette beslutningsforslag går ud på at give ret til tidlig tilbagetrækning fra arbejdsmarkedet betinget af antal år på arbejdsmarkedet eller antal år med offentlig ydelse.
15820	Det mener jeg i bund og grund er urimeligt og unfair.
15821	Danskerne lever, som jeg sagde tidligere i dag, heldigvis længere og bliver sundere og er mere raske end nogen sinde før.
15822	Det er glædeligt, ikke mindst for den enkelte, men dermed også for samfundet.
15823	Der er behov for, at antallet af år på arbejdsmarkedet forhøjes i forhold til levealderen, hvis vi ønsker at bevare det danske velfærdssamfund.
15824	Sluser vi sunde og raske danskere ud af arbejdsmarkedet i en tidlig alder med noget, der minder om borgerløn, kommer vi jo også til at mangle penge til finansiering af den fælles velfærd.
15825	Jeg mener i bund og grund ikke, det er ansvarligt, og vi kan bestemt ikke være det bekendt over for fremtidige generationer.
15826	Jeg mener i stedet, at vi skal tænke langsigtet.
15827	Det er også derfor, regeringen, som jeg bebudede, inden sommerferien vil komme med et udspil om tilbagetrækning fra arbejdsmarkedet – det, vi har kaldt tilbagetrækningsudspillet.
15828	Præcis hvordan et udspil kommer til at se ud, kan vi jo drøfte, når det bliver præsenteret.
15829	At vi alle sammen lever længere, betyder samtidig, at vi alt andet lige vil få forholdsmæssigt flere år på pension i forhold til antal år på arbejdsmarkedet.
15830	Det betyder, at pensionisternes egen opsparing skal række over en længere pensionisttilværelse.
15831	Hvis den enkelte fremadrettet vil fastholde en god levefod som pensionist, kræver det derfor, at den enkelte sparer mere op til sin pension.
15832	Det kan vi sikre ved, at de, der kan, bliver længere på arbejdsmarkedet og ikke som foreslået af Enhedslisten trækker sig tidligere tilbage.
15833	Heldigvis er der også flere og flere, som vælger at blive længere tid på arbejdsmarkedet.
15834	Det er jo de tal, som vi havde under forespørgselsdebatten.
15835	Bl.a. er antallet af 60-64-årige, der arbejder, steget med ca. 10 pct. fra 2008 til 2015, og samme tendens ses for de 65-66-årige, hvor beskæftigelsesfrekvensen er steget med 4 pct. i samme periode.
15836	Tallene taler deres tydelige sprog, nemlig at der er flere, som kan og rent faktisk vælger at blive længere tid på arbejdsmarkedet.
15837	Udviklingen i levetid betyder, at det ud fra et samfundsøkonomisk perspektiv er vigtigt, at de, der kan, bliver lidt længere tid på arbejdsmarkedet.
15838	Derfor mener jeg også, at det her beslutningsforslag går i den absolut forkerte retning.
15839	Der er en kort bemærkning fra hr. Finn Sørensen.
15840	Tak.
15841	Det kommer jo ikke så meget bag på mig, at ministeren afviser forslaget.
15842	Ministeren.
15843	Det vil jeg glæde mig til at fremlægge som en del af det udspil, som regeringen kommer med her inden sommerferien.
15844	Så vil hr. Finn Sørensen få rig lejlighed til at diskutere det med både mig og også andre medlemmer af regeringen for den sags skyld.
15845	Hr.
15846	Finn Sørensen.
15847	Jeg synes bare, det er underligt.
15848	Man kan jo selv regne det ud: en fjerdedel af 3F'erne.
15849	Det er ca. 80.000 mennesker.
15850	Altså, var det ikke på tide, at man blev lidt konkret, så vi fik en reel diskussion her i Folketingssalen af, hvad det egentlig er, partierne har af forslag, når nu der kommer et konkret forslag her?
15851	Så er det ministeren.
15852	Værsgo.
15853	Jeg noterer mig, at efter at Enhedslisten ikke længere danner parlamentarisk grundlag for regeringen – hverken den gamle eller den nuværende regering – så føler man sig helt fri.
15854	Jeg forstår godt, at man kritiserer den nuværende regering.
15855	Men det her er jo sådan set en tilståelse fra hr. Finn Sørensens side af, at han heller ikke mener, at den tidligere socialdemokratiske regering har gjort noget for at løse det her problem.
15856	Det forstår jeg jo godt og skal også kvittere for den ærlighed.
15857	For så skulle hr. Finn Sørensen jo netop have øvet indflydelse, dengang der sad en anden regering.
15858	Men det nåede man så desværre ikke.
15859	Jeg kan så se af en bog, der er ved at udkomme i de her dage, at man også var ved at overveje i Enhedslisten at vælte den daværende røde regering.
15860	Det skulle man måske have gjort for at få gennemført sin politik.
15861	Tak til ministeren.
15862	Der er ikke flere korte bemærkninger, så vi går videre i ordførerrækken med hr. Leif Lahn Jensen, Socialdemokratiet.
15863	Tak for det.
15864	Enhedslisten har fuldstændig ret i, at der er problemer på dette område, og derfor er det også rigtig godt at tage denne debat.
15865	Hvis man kigger på en ufaglært og en højtuddannet, vil man se, at den højtuddannede typisk vil blive 5 år ældre og derfor få en noget bedre og længerevarende pension end den ufaglærte.
15866	Det viser jo bare, at vi rent faktisk har et problem.
15867	Men jeg er også i tvivl om, om det her så er den rigtige løsning.
15868	Jeg er bare nødt til at sige: Tja, så kan jeg jo trække mig tilbage om 7 år og gå ned i tid om 2 år.
15869	Det kan da godt være, at mine børn og andre synes, at jeg ligner en senior, men det synes jeg ikke selv endnu.
15870	Jeg mener helt klart, det er den forkerte vej at gå.Så er der finansieringen af forslaget, som forslagsstillerne mener løber op i 10 mia. kr.
15871	Jeg kan godt være i tvivl om, om det holder.
15872	Jeg kan godt være i tvivl om, om der er flere end det, der stopper, og om vi egentlig har penge til det.
15873	Så jeg er helt enig med Enhedslisten i, at vi skal tage disse problemer med nedslidning meget alvorligt, men med de ting, jeg har nævnt, kan Socialdemokratiet ikke støtte forslaget.
15874	En kort bemærkning til hr. Finn Sørensen.
15875	 Tak.
15876	Jeg vil gerne lige have, at ordføreren bekræfter, at det Enhedslisten foreslår, ikke er en tvang til at trække sig tilbage.
15877	Så jeg vil gerne have, at ordføreren bekræfter, hvad det rent faktisk er vi diskuterer.
15878	Og så vil jeg bare sige til ordføreren, at med argumentation, ordføreren bruger, er det jo helt uforståeligt, at Socialdemokratiet overhovedet indførte efterlønsordningen i sin tid.
15879	Den byggede ikke lige præcis på det her princip, men antallet af år på arbejdsmarkedet og medlemskab af a-kassen var dog et vigtigt kriterium for at have ret til efterløn.          
15880	Værsgo. 
15881	Jeg er fuldstændig enig i, at det ikke er en tvang.
15882	Men jeg er bare ikke enig, at det er den rigtige løsning.
15883	Jeg mener rent faktisk, at vi har brug for seniorerne på arbejdsmarkedet; vi har brug for alle dem, som kan.
15884	Og jeg går faktisk ind for, at de skal blive længere tid på arbejdsmarkedet, hvis de kan.
15885	Det, vi så bare skal forsøge, er at gøre alt, hvad vi kan, for at få dem til at blive længere tid på arbejdsmarkedet. 
15886	Hr.
15887	Finn Sørensen. 
15888	Men når man anerkender, at der er de problemer, vi peger på, så har man da ligesom en forpligtelse til selv at komme med nogle konkrete forslag, som vi så kan diskutere ud fra.
15889	Det savner jeg altså virkelig fra hr. Leif Lahn Jensen. 
15890	Ordføreren.
15891	Jeg synes også, at man som folketingsmedlem har en forpligtelse til at lytte, og det har hr. Finn Sørensen jo ikke gjort.
15892	Han har overhovedet ikke lyttet til min tale, og det synes jeg også hr. Finn Sørensen har en forpligtelse til.
15893	Jeg sagde noget om at lave bedre seniorordninger og bedre arbejdsmiljø, et arbejdsmarked, der er mere rummeligt.
15894	Og så sagde jeg også, at der skulle oprettes en tænketank, som vi jo netop satte op, da vi var i regering, så den netop kunne fortælle os helt præcist, hvad det er for nogle løsninger.
15895	Så jeg er bare nødt til at sige, at jeg også gerne vil bede hr. Finn Sørensen om at lytte i stedet for at prøve at vende og dreje det i forhold til, hvad han nu har lyst til.
15896	Så det er også et andet ønske herfra. 
15897	Tak til ordføreren.
15898	Der er ikke flere korte bemærkninger, så vi går videre til hr. Bent Bøgsted, Dansk Folkeparti.
15899	Tak for det, formand.
